LST,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0,1.9133007115317885e-18,1.6706108012645771e-18,1.5097113309190828e-18,1.5862585647286585e-18,1.7779596013135946e-18,2.0325063705792596e-18,2.3371398106738317e-18,2.7374649541092444e-18,3.071803022040535e-18,3.4447755317530092e-18,3.890470250821406e-18,4.378062441984114e-18,4.90650453057735e-18,5.479767199611173e-18,6.101570977570247e-18,6.7702842175224776e-18,7.479552426543694e-18,8.213224953690474e-18,8.940550111226112e-18,9.607601311535527e-18,1.0139740477832205e-17,1.047945805601592e-17,1.0672113370107093e-17,1.090356386488856e-17,1.1356500394898878e-17,1.2045979528372255e-17,1.285642193835082e-17,1.3683095493819296e-17,1.4473026149944677e-17,1.519626836330708e-17,1.5851791755800328e-17,1.6464758257098028e-17,1.703092601399075e-17,1.7503046831558155e-17,1.7899666348634977e-17,1.8234524592329403e-17,1.8516100349774663e-17,1.891906547128942e-17,1.915190251914634e-17,1.9322049860153672e-17,1.945177852915874e-17,1.9543723571106362e-17,1.958739740512407e-17,1.95552826939242e-17,1.9479686254852215e-17,1.936636960770851e-17,1.9219639596335762e-17,1.9042873816186022e-17,1.8840040773962232e-17,1.862160472957377e-17,1.8407830729909945e-17,1.821586924973408e-17,1.804401770048312e-17,1.788385492150754e-17,1.7729975679116975e-17,1.758094510149651e-17,1.7439531239725488e-17,1.7349747559919736e-17,1.7093181880744326e-17,1.6958661830620845e-17,1.6809466474932196e-17,1.665199622615555e-17,1.6484328156809197e-17,1.6303440882545655e-17,1.6106857013604226e-17,1.5893946430024406e-17,1.5667607995681314e-17,1.54299597456979e-17,1.5186045418326575e-17,1.494210829713426e-17,1.47050061384351e-17,1.4480676380833393e-17,1.427769115314217e-17,1.4098432563834288e-17,1.3937510063144876e-17,1.3784112697489366e-17,1.3627388942301212e-17,1.3459659221411848e-17,1.3274962888297553e-17,1.3070834189489537e-17,1.2844784265871253e-17,1.2596845156244102e-17,1.2327005057107665e-17,1.203683177900943e-17,1.172878603465579e-17,1.1405632679024524e-17,1.1071968912112086e-17,1.073392862695004e-17,1.0398390351947632e-17,1.0072226085681655e-17,9.76064014033683e-18,9.463628914327035e-18,9.176834755714246e-18,8.897478854022716e-18,8.623159883583676e-18,8.352930512789391e-18,8.087463059472827e-18,7.827416384667612e-18,7.573862106859546e-18,7.327367424789181e-18,7.08843137776305e-18,6.857234871949177e-18,6.633977065464263e-18,6.4188949308220046e-18,6.212613403656437e-18,6.016274023967013e-18,5.8309841546052274e-18,5.6575182584802795e-18,5.495718929194963e-18,5.344572294478304e-18,5.202641189885815e-18,5.068805404504625e-18,4.942306250705101e-18,4.8230394643434906e-18,4.711005194902373e-18
1,1.5853211248731997e-18,1.4902330216801642e-18,1.3965536845454915e-18,1.4645484679985304e-18,1.6223832363937847e-18,1.8334162176466684e-18,2.0879499984475962e-18,2.417568141583909e-18,2.696847575312753e-18,3.024219879924689e-18,3.4072592473793558e-18,3.826821805632344e-18,4.282858413651249e-18,4.778730123776494e-18,5.317274847769967e-18,5.8967501756596266e-18,6.5110187315293835e-18,7.144948152395358e-18,7.769951987920701e-18,8.336129414460942e-18,8.774287606166169e-18,9.029907479024172e-18,9.140250242725233e-18,9.268491260446239e-18,9.579145662867317e-18,1.0100035939936537e-17,1.0750831843180396e-17,1.1448166259529268e-17,1.2143440619172846e-17,1.280936941290454e-17,1.3430708550089244e-17,1.4001330339475906e-17,1.4509891332781866e-17,1.492104277676737e-17,1.5262169666146637e-17,1.5549114257672487e-17,1.5784133910672868e-17,1.6086795063320966e-17,1.6265451169938698e-17,1.639259830468165e-17,1.6482458588235985e-17,1.6538896898335866e-17,1.6554342638047038e-17,1.6509167338060832e-17,1.643304118241007e-17,1.6331729215854577e-17,1.620898746673617e-17,1.6067065754447218e-17,1.5908025870008793e-17,1.5739181912189738e-17,1.5574473970453388e-17,1.5425774933782937e-17,1.5292630725761027e-17,1.5169098597036913e-17,1.5050928018905923e-17,1.4936229404986473e-17,1.482500383889663e-17,1.4729181600603014e-17,1.458813327613452e-17,1.447795266340724e-17,1.436148610385235e-17,1.4239156385243638e-17,1.4108517675300148e-17,1.396744405121394e-17,1.3814289081151628e-17,1.3648725774083082e-17,1.347367702155821e-17,1.3291015933819837e-17,1.3105683192817099e-17,1.2923580202288473e-17,1.2750307484736476e-17,1.2591053879811078e-17,1.2449898377047896e-17,1.2324233333427551e-17,1.2207906543543293e-17,1.2093371142030688e-17,1.1973100394560878e-17,1.1841587801131548e-17,1.1694376424790006e-17,1.1529470726335547e-17,1.1345143563526449e-17,1.1141805909011705e-17,1.092037976615076e-17,1.0682930240303363e-17,1.043265632287237e-17,1.0173067771204151e-17,9.908376611907303e-18,9.64372525512363e-18,9.383869422166963e-18,9.132115240325134e-18,8.889401664925208e-18,8.652622586012964e-18,8.417693910874198e-18,8.18290393019722e-18,7.948214003195916e-18,7.714841335610132e-18,7.485107865899047e-18,7.260370854579517e-18,7.04208914639203e-18,6.8310472904951705e-18,6.627654481432189e-18,6.432053124932488e-18,6.244260796022948e-18,6.064374676418114e-18,5.892800941590001e-18,5.730430977011483e-18,5.578180395410125e-18,5.4367172038226034e-18,5.305900552233555e-18,5.184800075066407e-18,5.072040204455198e-18,4.966501373921169e-18,4.867328316049491e-18,4.774306956480588e-18,4.687336829258551e-18
2,1.4480997751947584e-18,1.435147990794974e-18,1.3781250154622016e-18,1.4468614532110617e-18,1.5951338252824824e-18,1.7935372722867647e-18,2.0334911051131196e-18,2.3398700596611167e-18,2.608566431289998e-18,2.925072191918286e-18,3.2911177449134044e-18,3.691924324459316e-18,4.1275982494919065e-18,4.6014536703080715e-18,5.11629757390261e-18,5.670347150387773e-18,6.257559120378766e-18,6.863182134580764e-18,7.459391475416978e-18,7.997555094755881e-18,8.409837348220161e-18,8.641428666379083e-18,8.724594620603997e-18,8.812797922690583e-18,9.064934094920196e-18,9.517477380025619e-18,1.0107033431543094e-17,1.0758820613575799e-17,1.1424363860243471e-17,1.2075340794914966e-17,1.2688277340665204e-17,1.3243470598708449e-17,1.3727855090266475e-17,1.4112115860908762e-17,1.4426131816163196e-17,1.4684587187324225e-17,1.488105462821759e-17,1.5141306806521915e-17,1.5290864273913733e-17,1.5388679795644115e-17,1.544878798946804e-17,1.5476052080302946e-17,1.5464050142562148e-17,1.5395450318597594e-17,1.5299636461416012e-17,1.5182387309948816e-17,1.5046807790960705e-17,1.4894010097357262e-17,1.472495391602816e-17,1.4545952106122042e-17,1.4370129118374508e-17,1.4208551890052165e-17,1.4060870986638517e-17,1.3921487880092102e-17,1.3786253481848045e-17,1.3653008868535224e-17,1.3521015640839302e-17,1.3394833624247935e-17,1.325420562148292e-17,1.3118706930216755e-17,1.2979048551331304e-17,1.2834080858560753e-17,1.2681673826714934e-17,1.2520362380830546e-17,1.234930372040407e-17,1.216872896944475e-17,1.1982349282681477e-17,1.1792417251031986e-17,1.1604443701650921e-17,1.1424504416862479e-17,1.1257901870917226e-17,1.1108734595382079e-17,1.0978000178342014e-17,1.0858629044631608e-17,1.0742788999690097e-17,1.062402129783499e-17,1.049669685402806e-17,1.0356950124202574e-17,1.0201872472258394e-17,1.0030316677614098e-17,9.841350815767979e-18,9.635873992239219e-18,9.41535322264639e-18,9.18221242135716e-18,8.939839823728388e-18,8.691827907844219e-18,8.44204800465896e-18,8.195042226636394e-18,7.954813016669016e-18,7.723656521360177e-18,7.501285691415417e-18,7.28386867163474e-18,7.06741836905136e-18,6.850265401543698e-18,6.632776406072424e-18,6.416595684020702e-18,6.2041877623606144e-18,5.9970795388410244e-18,5.796735175479708e-18,5.604009421798087e-18,5.41927622226516e-18,5.24276536236803e-18,5.074571988226934e-18,4.914839435519287e-18,4.7638241279728924e-18,4.622090796047526e-18,4.4899738318146674e-18,4.367605893276469e-18,4.254579959049208e-18,4.1501203938170696e-18,4.053329514507931e-18,3.963486800218623e-18,3.880030417548494e-18,3.802752471595565e-18,3.73143533916692e-18
3,1.4022770021964448e-18,1.4334245963839547e-18,1.3927127045659397e-18,1.4618255304689598e-18,1.607245748118675e-18,1.802454519085162e-18,2.038972883353654e-18,2.338411735005517e-18,2.6123277490912325e-18,2.9274788443406973e-18,3.2914030984360426e-18,3.690178585287794e-18,4.123823101339149e-18,4.5958365960035615e-18,5.109338194094979e-18,5.662693740020423e-18,6.250050493582384e-18,6.8568566357144135e-18,7.455393311775041e-18,7.9967910290916e-18,8.412118594344735e-18,8.644020176597247e-18,8.721118124064345e-18,8.794684361885278e-18,9.026074964799843e-18,9.458864006996157e-18,1.0036164902577289e-17,1.0683947358723577e-17,1.1351231750802082e-17,1.2007036689858742e-17,1.2623319604472146e-17,1.3176164491783151e-17,1.3653263880843066e-17,1.40275593007996e-17,1.432935568846732e-17,1.4572646249349744e-17,1.474550234189343e-17,1.4983614109814923e-17,1.511553044497226e-17,1.519457967175376e-17,1.5235415818030453e-17,1.524364755048711e-17,1.521320318686346e-17,1.512631532843673e-17,1.501336355914618e-17,1.4880106334929927e-17,1.4728992555157855e-17,1.456057224983921e-17,1.437565224775859e-17,1.418067458259947e-17,1.3988792272231607e-17,1.3810187229241251e-17,1.3644204305699362e-17,1.3485611774363641e-17,1.333061705445726e-17,1.3177217171077553e-17,1.3024715943442163e-17,1.2875362731900085e-17,1.2719180301705565e-17,1.256330638591921e-17,1.2404072908866418e-17,1.2240256766311921e-17,1.2070032909744616e-17,1.1892356276581089e-17,1.1706848612996959e-17,1.151396042107033e-17,1.1317708409527505e-17,1.1120326081636541e-17,1.0927407746400782e-17,1.0744656337900318e-17,1.0576838291218014e-17,1.0427088372078327e-17,1.0295114557805117e-17,1.0172727099383136e-17,1.005235090438946e-17,9.928697974148826e-18,9.797305288818833e-18,9.655165278524501e-18,9.499998334370518e-18,9.33095784375337e-18,9.147351812016777e-18,8.950007297949022e-18,8.740390296917814e-18,8.520636596667808e-18,8.293855254713047e-18,8.063185334229155e-18,7.831790246146686e-18,7.603245905928567e-18,7.380265544651163e-18,7.163896794563511e-18,6.952841326799921e-18,6.743592020064768e-18,6.5337450279264955e-18,6.322877906846503e-18,6.112507763815787e-18,5.904767175579171e-18,5.7020653869558276e-18,5.505738016915929e-18,5.3169407539226e-18,5.1362352208798936e-18,4.963800507185159e-18,4.799706458877272e-18,4.643982428607625e-18,4.496704186635225e-18,4.35803077100347e-18,4.2284196678509425e-18,4.108012215088593e-18,3.9967629149760745e-18,3.894198976044301e-18,3.799613486983556e-18,3.712263352791614e-18,3.631578226267514e-18,3.5570893594291735e-18,3.488570087267839e-18,3.4257524550777033e-18
4,1.3863854790441392e-18,1.4389022408450854e-18,1.403879346682658e-18,1.4724460957373303e-18,1.6169029130514753e-18,1.811655391678998e-18,2.0480253066390823e-18,2.3473135842131717e-18,2.6324001342473523e-18,2.9463379499097224e-18,3.3120602217755683e-18,3.7136101695168444e-18,4.150653140588896e-18,4.626830078066303e-18,5.145548544614232e-18,5.705266747031842e-18,6.300154978132505e-18,6.9154925003067796e-18,7.52301378512044e-18,8.07261804971936e-18,8.49322360695657e-18,8.724891134093307e-18,8.795275854181997e-18,8.858476131806039e-18,9.080993650624578e-18,9.510012918641759e-18,1.0089031714514998e-17,1.0741882602374646e-17,1.14148890859972e-17,1.2074434669141767e-17,1.2690053017315845e-17,1.3237706567272282e-17,1.37065103397303e-17,1.40692774925711e-17,1.4357790198455455e-17,1.4586213825691565e-17,1.4737719883719716e-17,1.495122013905438e-17,1.506294135501917e-17,1.5121691148935335e-17,1.5141781774045902e-17,1.5129362347291544e-17,1.5078501444358183e-17,1.4971516289922316e-17,1.483959532645548e-17,1.468845981275662e-17,1.4520310795708618e-17,1.433586651760377e-17,1.413632772061096e-17,1.392824246453749e-17,1.3724030245311778e-17,1.3532628779398901e-17,1.3353462456019984e-17,1.318193739099772e-17,1.30146693962043e-17,1.2849829734641209e-17,1.2686843953351129e-17,1.2526934783235553e-17,1.2363130619640552e-17,1.2200134383512959e-17,1.2034792355053209e-17,1.186594702127505e-17,1.1691903409002402e-17,1.1511767710171172e-17,1.1325304459185614e-17,1.1132834591438743e-17,1.0938413003775544e-17,1.0743995357050388e-17,1.0555038719419724e-17,1.0376768994251255e-17,1.0213500854193836e-17,1.0067787285471607e-17,9.938954227230214e-18,9.818824489468313e-18,9.700534203737087e-18,9.579681058487856e-18,9.452306067398053e-18,9.315671391712653e-18,9.1675107244483e-18,9.006894118173814e-18,8.832956695887867e-18,8.646219609577197e-18,8.447902411124115e-18,8.239753107127329e-18,8.02451828555648e-18,7.804829030486656e-18,7.583255449879782e-18,7.362574822231657e-18,7.14461691267966e-18,6.930030333073158e-18,6.717756642826827e-18,6.505854657045347e-18,6.293817159962313e-18,6.082394588050712e-18,5.873618032383428e-18,5.669432758635191e-18,5.471688453134695e-18,5.2812635608271445e-18,5.098873847559994e-18,4.924760417209918e-18,4.758941666774782e-18,4.601355482810636e-18,4.4519972962056864e-18,4.3109049771820456e-18,4.1782044518475066e-18,4.054304961895714e-18,3.939302004629961e-18,3.83309616405318e-18,3.735207687091618e-18,3.64497082313407e-18,3.561689347042217e-18,3.484821364948722e-18,3.413920564090656e-18,3.348712736711109e-18,3.2888835967924683e-18
5,1.3807281669676492e-18,1.4423778048591943e-18,1.4093392246394949e-18,1.478562830138114e-18,1.6244603527382243e-18,1.821539824489172e-18,2.060894068982591e-18,2.3649609428943567e-18,2.6644603624302497e-18,2.9793295087397625e-18,3.350391153036467e-18,3.758442605540209e-18,4.202577893402483e-18,4.686391290123875e-18,5.213338610362877e-18,5.781658827104727e-18,6.3851221120269076e-18,7.00828310893869e-18,7.621684620218e-18,8.173436591737633e-18,8.590399108200722e-18,8.811779641490092e-18,8.867995287570865e-18,8.919353126879672e-18,9.136900860815761e-18,9.56725740135648e-18,1.015085933104014e-17,1.0808918149604995e-17,1.1485800632045934e-17,1.2145816598646774e-17,1.2757260311294901e-17,1.3297746613433484e-17,1.3758097525317678e-17,1.410993350409013e-17,1.4387965427387657e-17,1.460608583358013e-17,1.4745100014381418e-17,1.4943399011302838e-17,1.5041569450148447e-17,1.5087695628141837e-17,1.5095026814684462e-17,1.5069765591829046e-17,1.5005956996106663e-17,1.4887395116436403e-17,1.4744713186699334e-17,1.458320463210169e-17,1.440504503982425e-17,1.42111875619574e-17,1.4002922992050135e-17,1.378657268562507e-17,1.3573890787586444e-17,1.3373690154571065e-17,1.3186014410617549e-17,1.3006567582511118e-17,1.2831987845873563e-17,1.2660424175292252e-17,1.2491294154109366e-17,1.23242973339889e-17,1.2156843565235892e-17,1.1989704708277445e-17,1.1820738435192388e-17,1.1648916847953392e-17,1.1472604641465987e-17,1.1290891881697373e-17,1.1103520572268159e-17,1.0910760130852899e-17,1.0716870728877088e-17,1.0523817387251475e-17,1.0337143653334465e-17,1.0162139442346749e-17,1.0003121813307967e-17,9.862539593994319e-18,9.739632961945466e-18,9.626046331606039e-18,9.514997255332548e-18,9.402082213557115e-18,9.28302135604382e-18,9.154768343586309e-18,9.014650718089864e-18,8.86140121360031e-18,8.69369945851115e-18,8.511762778020267e-18,8.31645325522291e-18,8.10942144392738e-18,7.893189740619447e-18,7.6702687477412e-18,7.443288904561325e-18,7.215257212248929e-18,6.988739435196662e-18,6.765692314513464e-18,6.546700260734873e-18,6.33116551490997e-18,6.118573281576909e-18,5.9091075811494224e-18,5.703716270076755e-18,5.503436852474967e-18,5.309457902308675e-18,5.122431360302851e-18,4.9429630050602555e-18,4.771335297308965e-18,4.6076728587450015e-18,4.4520093149957934e-18,4.3044527107434564e-18,4.165104525984586e-18,4.034138856459764e-18,3.911926529779666e-18,3.7985556952441296e-18,3.69392680101488e-18,3.5975798801258845e-18,3.50887096710731e-18,3.4271309751939814e-18,3.3518236454192273e-18,3.2824846907277717e-18,3.2188371115387307e-18,3.1605646372192987e-18
6,1.379440592790696e-18,1.452445495189477e-18,1.4234915749152458e-18,1.4950784865477067e-18,1.6441045039065186e-18,1.8453342457917255e-18,2.0896770617636452e-18,2.400260130108972e-18,2.714504455605421e-18,3.033652070829003e-18,3.412455408240458e-18,3.829157943459268e-18,4.282291833326046e-18,4.775298291383951e-18,5.311503991763207e-18,5.8887161814555596e-18,6.500058812953747e-18,7.129107342171792e-18,7.745037043302634e-18,8.294260046606264e-18,8.702288822148187e-18,8.909127119831567e-18,8.949958946889386e-18,8.991792056990669e-18,9.20848638629875e-18,9.644519279273725e-18,1.0237453048364823e-17,1.0906574478065497e-17,1.1594487892094332e-17,1.226317184512385e-17,1.2878967891092058e-17,1.3420784272098156e-17,1.3881481656143618e-17,1.423178064038046e-17,1.4509723341688656e-17,1.472774696102145e-17,1.4869019732132452e-17,1.5067089954345776e-17,1.5161232450856695e-17,1.5204351719732802e-17,1.5207906939267197e-17,1.517769151595716e-17,1.5107723064495223e-17,1.4983827635696087e-17,1.483534382003435e-17,1.4667054557663137e-17,1.448133056793057e-17,1.4279257605845177e-17,1.406203522832367e-17,1.383605023970824e-17,1.3613299504136687e-17,1.3403449803353787e-17,1.3207109917439259e-17,1.3019864784899218e-17,1.2838180966877946e-17,1.2660134490688123e-17,1.2485023539526458e-17,1.2311861081100773e-17,1.2141538010182903e-17,1.1970016811136761e-17,1.1797404587649402e-17,1.1622567468544123e-17,1.1443761547147643e-17,1.1259898412366496e-17,1.1070523958392362e-17,1.0875876470748518e-17,1.0680330345816366e-17,1.0485999853589864e-17,1.029860561990826e-17,1.0123953925677367e-17,9.966841343928161e-18,9.830308408725252e-18,9.713920533521706e-18,9.609129892443596e-18,9.50859227217106e-18,9.407025126704333e-18,9.299107582404765e-18,9.180920386222156e-18,9.049039711922701e-18,8.901680629096166e-18,8.737011190954113e-18,8.55514928521558e-18,8.356741045608492e-18,8.143747879473391e-18,7.918727877082576e-18,7.684420486216588e-18,7.443962052844664e-18,7.201204411063122e-18,6.960287658587949e-18,6.7251730337148685e-18,6.4984189366596285e-18,6.280125631557186e-18,6.068401956581143e-18,5.861958366449452e-18,5.660047261263988e-18,5.4627292159525355e-18,5.27076994216685e-18,5.084878642107501e-18,4.905816899634256e-18,4.7341192542931485e-18,4.570126986737601e-18,4.41401181335578e-18,4.26598431487106e-18,4.126198188523132e-18,3.9948489257198785e-18,3.8722735799568256e-18,3.7585810051746335e-18,3.6537171288302544e-18,3.557271945469049e-18,3.4686291792972314e-18,3.3871337868502944e-18,3.3122394386574953e-18,3.2434346031502545e-18,3.1804386485079624e-18,3.1229141601199766e-18
7,1.3896185236207172e-18,1.4858066309607213e-18,1.4646027928795064e-18,1.5389365320633257e-18,1.6911889660780342e-18,1.8968709657690206e-18,2.146671616170972e-18,2.463225463022497e-18,2.791000996232025e-18,3.116967269410783e-18,3.504530228683886e-18,3.930715107877792e-18,4.393680244620382e-18,4.896778029950017e-18,5.4432326307109694e-18,6.030473233042181e-18,6.6510730401907006e-18,7.28779528067349e-18,7.908729101070748e-18,8.45901128534513e-18,8.863289653666129e-18,9.06251311313407e-18,9.095723599328738e-18,9.134593492270377e-18,9.354403595681741e-18,9.798757531161364e-18,1.040506363869671e-17,1.1091917981189415e-17,1.1799825443604118e-17,1.2487900583487538e-17,1.311944843617523e-17,1.367287798111786e-17,1.414237994989415e-17,1.4498327130683237e-17,1.4781544388639833e-17,1.500251864099444e-17,1.5149850856892858e-17,1.534911642901195e-17,1.5436160805612865e-17,1.547253603954388e-17,1.546749742265813e-17,1.5426440602750337e-17,1.5343642038457123e-17,1.5206506103389173e-17,1.504374158308957e-17,1.4860072339895048e-17,1.4658335708355072e-17,1.443980219084788e-17,1.4205849844223544e-17,1.3963596985609737e-17,1.3726158027336234e-17,1.350388552913219e-17,1.3297067973665792e-17,1.3100753395896743e-17,1.2911180038661753e-17,1.2726347842128527e-17,1.2545343599049093e-17,1.236704449291741e-17,1.2195059060155441e-17,1.2019854237028213e-17,1.1844510294609062e-17,1.1667427353069359e-17,1.148656686704572e-17,1.1300571321106232e-17,1.110875794293102e-17,1.0911329147012428e-17,1.0712727788155105e-17,1.0515337693675493e-17,1.032523544476856e-17,1.0149030001868221e-17,9.992282977323612e-18,9.858910779619599e-18,9.748658808155132e-18,9.652371876524146e-18,9.561741073071661e-18,9.470472128935154e-18,9.372220153188563e-18,9.262201228545963e-18,9.136383070671764e-18,8.992597574413147e-18,8.828764085641773e-18,8.645191590519762e-18,8.44262764401318e-18,8.22359708224522e-18,7.990959821770218e-18,7.747872636678106e-18,7.498052490011645e-18,7.246125674834465e-18,6.997385331337552e-18,6.756945934240306e-18,6.528128276478205e-18,6.3107654167076886e-18,6.10150996234219e-18,5.8980155306898784e-18,5.698624957045183e-18,5.503089704280396e-18,5.312193706997993e-18,5.126849651132165e-18,4.9479924425747086e-18,4.776310037581523e-18,4.612240467997949e-18,4.455968534853963e-18,4.30769921757841e-18,4.16757561897126e-18,4.035775259495938e-18,3.912638193869502e-18,3.798299775018872e-18,3.692729904889584e-18,3.59552944554862e-18,3.506064316131367e-18,3.4236633415371703e-18,3.3477739079520037e-18,3.2779105593526654e-18,3.2138662447577976e-18,3.1553730958785133e-18
8,1.4321128666573442e-18,1.5631806362119854e-18,1.5497117146577418e-18,1.6251705640158639e-18,1.7800401713017132e-18,1.9904495462995757e-18,2.2465706944375945e-18,2.570034727462239e-18,2.9119589174904745e-18,3.247200178672284e-18,3.645696029555806e-18,4.0837688007048436e-18,4.559342557169527e-18,5.075816071498963e-18,5.636442594957464e-18,6.238421403527888e-18,6.87396484652521e-18,7.525239701762799e-18,8.159465130745426e-18,8.720588273285898e-18,9.132061571830362e-18,9.334631845519223e-18,9.369264389731945e-18,9.41086435110436e-18,9.636793493283659e-18,1.0092310550199093e-17,1.071679229489856e-17,1.1428384927311216e-17,1.2164847914652251e-17,1.2882069456509028e-17,1.353958508110835e-17,1.4113588156332752e-17,1.4598753817109237e-17,1.4965562225670206e-17,1.5257151069402195e-17,1.5482387759680258e-17,1.5636161552261212e-17,1.583636031400584e-17,1.5912960411863354e-17,1.5939420539431024e-17,1.5922678895236442e-17,1.58679641901976e-17,1.576991203116209e-17,1.5616495446867258e-17,1.543692749927624e-17,1.523617388601669e-17,1.501750323860125e-17,1.4782127732634855e-17,1.453160338370976e-17,1.4274049138539554e-17,1.402439597434943e-17,1.379361563460017e-17,1.3580953980140671e-17,1.3380404095951832e-17,1.3187669847550945e-17,1.3000451165418596e-17,1.28174904006792e-17,1.2636760597332616e-17,1.2467636768071296e-17,1.2290971234388749e-17,1.2114637903631333e-17,1.1936348739372339e-17,1.1753766155946827e-17,1.1565292889628087e-17,1.137013868181262e-17,1.1168542655529887e-17,1.0965186871561026e-17,1.076284320681415e-17,1.0568183630361001e-17,1.0388714032555462e-17,1.0230783788437527e-17,1.0098973175891933e-17,9.99283641992471e-18,9.902041612117108e-18,9.817203290996999e-18,9.73129883705151e-18,9.637282400031702e-18,9.529744523180884e-18,9.404275801342247e-18,9.258501169695621e-18,9.090280209043136e-18,8.900222115105431e-18,8.689349317236769e-18,8.460753719542356e-18,8.217699047666424e-18,7.963785083757369e-18,7.703182596870995e-18,7.440970804128864e-18,7.182867592965725e-18,6.9341290925673734e-18,6.697788242991805e-18,6.4730375225098404e-18,6.25578449808611e-18,6.043536700629927e-18,5.8347567716006855e-18,5.629529705282922e-18,5.428976413613897e-18,5.234255549913584e-18,5.046465529907531e-18,4.86636082050229e-18,4.694412617818297e-18,4.530773011134144e-18,4.375577825889339e-18,4.228906934163477e-18,4.090814329600269e-18,3.9614874239522865e-18,3.840946481998353e-18,3.72908261229048e-18,3.6255419847654835e-18,3.5297941691251045e-18,3.4412763623514945e-18,3.359527393311606e-18,3.2841188761214096e-18,3.21490122287468e-18,3.1516254424728267e-18
