,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.5,8.507,8.406,8.309,8.215,8.124,8.036,7.952,7.869,7.79,7.712,7.637,7.564,7.493,7.423,7.356,7.29,7.226,7.164,7.103,7.043,6.985,6.928,6.872,6.817,6.764,6.711,6.66,6.61,6.561,6.512,6.465,6.419,6.373,6.328,6.284,6.241,6.199,6.157,6.116,6.076,6.036,5.997,5.959,5.921,5.884,5.848,5.812,5.776,5.741,5.707
1.5,7.136,7.046,6.96,6.878,6.798,6.721,6.646,6.575,6.505,6.437,6.372,6.308,6.247,6.187,6.128,6.071,6.016,5.962,5.909,5.858,5.808,5.759,5.711,5.664,5.618,5.574,5.53,5.487,5.445,5.404,5.363,5.324,5.285,5.247,5.21,5.173,5.137,5.102,5.067,5.033,4.999,4.967,4.934,4.902,4.871,4.84,4.81,4.78,4.751,4.722
2.5,6.468,6.384,6.304,6.226,6.152,6.08,6.011,5.943,5.879,5.816,5.755,5.696,5.638,5.583,5.529,5.476,5.425,5.375,5.326,5.279,5.232,5.187,5.143,5.1,5.058,5.017,4.976,4.937,4.898,4.86,4.823,4.787,4.752,4.717,4.683,4.649,4.616,4.584,4.552,4.521,4.49,4.46,4.431,4.402,4.373,4.345,4.317,4.29,4.264,4.237
3.5,6.187,6.106,6.028,5.953,5.881,5.812,5.745,5.68,5.617,5.556,5.498,5.441,5.385,5.332,5.279,5.229,5.179,5.131,5.084,5.039,4.994,4.951,4.908,4.867,4.826,4.786,4.748,4.71,4.673,4.636,4.601,4.566,4.532,4.498,4.466,4.433,4.402,4.371,4.34,4.311,4.281,4.252,4.224,4.196,4.169,4.142,4.116,4.09,4.064,4.039
4.5,6.059,5.98,5.903,5.83,5.759,5.691,5.626,5.562,5.501,5.441,5.384,5.328,5.274,5.221,5.17,5.12,5.072,5.025,4.979,4.934,4.89,4.848,4.806,4.765,4.726,4.687,4.649,4.612,4.576,4.54,4.505,4.471,4.438,4.405,4.373,4.341,4.31,4.28,4.25,4.221,4.192,4.164,4.136,4.109,4.082,4.056,4.03,4.004,3.979,3.954
5.5,6.072,5.993,5.917,5.843,5.773,5.705,5.639,5.576,5.515,5.455,5.398,5.342,5.288,5.236,5.184,5.135,5.086,5.039,4.993,4.949,4.905,4.862,4.821,4.78,4.74,4.701,4.663,4.626,4.59,4.554,4.519,4.485,4.452,4.419,4.386,4.355,4.324,4.293,4.263,4.234,4.205,4.177,4.149,4.122,4.095,4.068,4.042,4.017,3.992,3.967
6.5,6.2,6.12,6.043,5.969,5.897,5.829,5.762,5.698,5.636,5.575,5.517,5.46,5.405,5.352,5.3,5.249,5.2,5.152,5.105,5.06,5.015,4.972,4.93,4.888,4.848,4.808,4.769,4.731,4.694,4.658,4.622,4.587,4.553,4.519,4.486,4.454,4.422,4.391,4.361,4.331,4.301,4.272,4.244,4.216,4.188,4.161,4.135,4.108,4.083,4.057
7.5,6.385,6.304,6.225,6.15,6.077,6.007,5.939,5.874,5.81,5.749,5.689,5.631,5.575,5.52,5.467,5.415,5.365,5.316,5.268,5.221,5.175,5.131,5.087,5.045,5.003,4.963,4.923,4.884,4.846,4.808,4.772,4.736,4.701,4.666,4.632,4.599,4.566,4.534,4.503,4.472,4.441,4.412,4.382,4.353,4.325,4.297,4.27,4.243,4.216,4.19
8.5,6.61,6.527,6.447,6.37,6.296,6.224,6.155,6.088,6.023,5.96,5.898,5.839,5.781,5.725,5.671,5.618,5.566,5.515,5.466,5.418,5.371,5.325,5.281,5.237,5.194,5.152,5.111,5.071,5.032,4.993,4.955,4.918,4.882,4.846,4.811,4.777,4.743,4.71,4.678,4.646,4.614,4.583,4.553,4.523,4.494,4.465,4.437,4.409,4.381,4.354
9.5,6.924,6.839,6.756,6.677,6.601,6.527,6.456,6.386,6.319,6.255,6.191,6.13,6.071,6.013,5.956,5.901,5.847,5.795,5.744,5.694,5.646,5.598,5.552,5.506,5.462,5.418,5.376,5.334,5.293,5.253,5.213,5.175,5.137,5.1,5.063,5.027,4.992,4.958,4.924,4.89,4.858,4.825,4.794,4.763,4.732,4.702,4.672,4.643,4.614,4.586
