,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.5,2.303,2.854,3.307,3.624,3.865,4.112,4.41,4.777,5.027,5.053,4.913,4.827,4.852,4.951,5.067,5.41,5.899,6.247,6.528,6.836,7.142,7.458,7.761,8.063,8.343,8.605,8.829,9.065,9.261,9.477,9.68,9.876,10.046,10.183,10.283,10.366,10.42,10.425,10.433,10.336,10.197,10.001,9.728,9.414,9.03,8.565,8.049,7.448,6.777,6.038
1.5,2.033,2.509,2.897,3.16,3.357,3.558,3.802,4.097,4.275,4.251,4.095,4.001,4.014,4.095,4.195,4.475,4.862,5.129,5.34,5.572,5.799,6.03,6.247,6.46,6.653,6.832,6.983,7.148,7.283,7.43,7.56,7.674,7.759,7.814,7.838,7.847,7.831,7.783,7.745,7.628,7.484,7.301,7.068,6.808,6.503,6.145,5.754,5.308,4.817,4.282
2.5,1.997,2.464,2.842,3.097,3.285,3.477,3.711,3.993,4.158,4.123,3.96,3.863,3.872,3.947,4.036,4.295,4.663,4.916,5.113,5.326,5.532,5.74,5.932,6.119,6.285,6.439,6.568,6.71,6.824,6.95,7.055,7.143,7.202,7.229,7.225,7.206,7.164,7.09,7.025,6.891,6.735,6.546,6.313,6.061,5.769,5.434,5.072,4.665,4.221,3.742
3.5,2.0,2.463,2.835,3.081,3.259,3.44,3.663,3.929,4.073,4.014,3.83,3.716,3.711,3.773,3.851,4.101,4.449,4.68,4.857,5.049,5.235,5.423,5.595,5.763,5.912,6.049,6.165,6.298,6.407,6.53,6.635,6.722,6.78,6.807,6.803,6.785,6.746,6.677,6.614,6.489,6.341,6.162,5.941,5.7,5.422,5.103,4.759,4.374,3.955,3.503
4.5,2.006,2.465,2.83,3.069,3.238,3.411,3.626,3.879,4.005,3.924,3.724,3.602,3.594,3.655,3.742,4.004,4.35,4.568,4.738,4.925,5.108,5.294,5.465,5.631,5.779,5.917,6.036,6.173,6.289,6.419,6.531,6.623,6.683,6.71,6.704,6.684,6.643,6.569,6.499,6.368,6.214,6.027,5.799,5.55,5.266,4.943,4.599,4.217,3.804,3.363
5.5,2.022,2.483,2.848,3.085,3.254,3.428,3.643,3.895,4.014,3.925,3.724,3.608,3.611,3.686,3.796,4.086,4.444,4.663,4.837,5.032,5.223,5.417,5.594,5.765,5.915,6.055,6.174,6.31,6.424,6.549,6.653,6.735,6.782,6.793,6.771,6.734,6.676,6.586,6.501,6.353,6.184,5.983,5.742,5.484,5.194,4.869,4.526,4.148,3.744,3.313
6.5,2.062,2.532,2.905,3.148,3.322,3.503,3.725,3.984,4.106,4.021,3.825,3.72,3.737,3.827,3.962,4.285,4.661,4.885,5.067,5.274,5.477,5.682,5.869,6.047,6.203,6.346,6.467,6.604,6.717,6.839,6.939,7.014,7.055,7.06,7.034,6.992,6.93,6.837,6.75,6.597,6.421,6.213,5.964,5.698,5.4,5.067,4.717,4.329,3.915,3.473
7.5,2.148,2.639,3.028,3.282,3.466,3.657,3.891,4.164,4.298,4.219,4.026,3.927,3.95,4.049,4.201,4.554,4.948,5.177,5.365,5.581,5.794,6.008,6.202,6.385,6.544,6.687,6.806,6.943,7.052,7.172,7.267,7.339,7.375,7.377,7.348,7.305,7.238,7.143,7.057,6.898,6.713,6.495,6.235,5.957,5.648,5.302,4.938,4.537,4.108,3.65
8.5,2.288,2.812,3.227,3.499,3.694,3.898,4.148,4.442,4.593,4.521,4.326,4.223,4.245,4.346,4.508,4.889,5.307,5.542,5.736,5.962,6.185,6.411,6.614,6.805,6.969,7.116,7.237,7.377,7.488,7.612,7.711,7.785,7.824,7.828,7.799,7.756,7.687,7.591,7.505,7.338,7.145,6.915,6.64,6.347,6.02,5.655,5.272,4.849,4.396,3.912
9.5,2.468,3.033,3.48,3.771,3.979,4.195,4.464,4.783,4.953,4.886,4.684,4.573,4.593,4.696,4.869,5.287,5.741,5.989,6.196,6.44,6.683,6.93,7.153,7.363,7.543,7.705,7.838,7.993,8.119,8.259,8.371,8.457,8.504,8.512,8.484,8.439,8.363,8.255,8.158,7.97,7.751,7.492,7.184,6.858,6.496,6.094,5.676,5.217,4.727,4.206
10.5,2.694,3.309,3.794,4.108,4.331,4.564,4.856,5.206,5.397,5.333,5.123,5.008,5.03,5.139,5.327,5.795,6.301,6.571,6.798,7.067,7.337,7.611,7.86,8.095,8.297,8.48,8.632,8.809,8.954,9.113,9.24,9.336,9.386,9.391,9.354,9.295,9.203,9.07,8.944,8.721,8.465,8.167,7.817,7.451,7.05,6.611,6.156,5.66,5.133,4.573
11.5,2.995,3.679,4.217,4.562,4.807,5.066,5.393,5.785,6.006,5.95,5.733,5.619,5.651,5.774,5.979,6.506,7.085,7.395,7.652,7.956,8.261,8.572,8.854,9.122,9.356,9.569,9.75,9.96,10.134,10.321,10.468,10.576,10.632,10.634,10.587,10.514,10.406,10.245,10.088,9.827,9.53,9.189,8.793,8.382,7.934,7.445,6.939,6.387,5.799,5.172
